County,Habitat,Limits,Length_surface,Association,Contract
OLT,"Lac acumulare Izbiceni cu bălțile 
adiacente",Loc. Izbiceni- Loc. Rusănești,1095 ha,AJVPS OLT,1/18.08.2017
OLT,"Lac acumulare Rusănești cu 
bălțile adiacente",Loc. Rusănești- Loc.  Băbiciu,1100 ha,AJVPS OLT,1/18.08.2017
OLT,"Lac acumulare Frunzaru  cu 
bălțile adiacente",Loc. Băbiciu- Loc. Fărcașele,1280 ha,AJVPS OLT,1/18.08.2017
OLT,"Lac acumulare Drăgănești cu 
bălțile adiacente",Loc. Fărcașele- Loc.  Fălcoiu,1070 ha,AJVPS OLT,"cu sediul în  
localitatea Slatina, 
str. N. Titulescu, nr. 
39, județ Olt"
OLT,"Lac acumulare Ipotești cu bălțile 
adiacente",Loc. Fălcoiu- Loc. Slătioara,1700 ha,AJVPS OLT,"cu sediul în  
localitatea Slatina, 
str. N. Titulescu, nr. 
39, județ Olt"
OLT,"Lac acumulare Slatina cu bălțile 
adiacente",Loc. Slătioara- Loc. Arcești,"540,7 ha",AJVPS OLT,"cu sediul în  
localitatea Slatina, 
str. N. Titulescu, nr. 
39, județ Olt"
OLT,"Lac acumulare Arcești cu bălțile 
adiacente",Loc. Arcești- Loc. Strejești,837 ha,AJVPS OLT,"cu sediul în  
localitatea Slatina, 
str. N. Titulescu, nr. 
39, județ Olt"
OLT,Lac acumulare Strejești,Loc. Strejești- Loc.  Drăgășani,"2203,5 ha",AJVPS OLT,"cu sediul în  
localitatea Slatina, 
str. N. Titulescu, nr. 
39, județ Olt"
OLT,Râul  Geamărtălui,Intrare județ Olt - conf. râul  Olteț,20 km,AJVPS OLT,"cu sediul în  
localitatea Slatina, 
str. N. Titulescu, nr. 
39, județ Olt"
OLT,Râul Dârjov,Izvoare - conf. râul  Olt,35 km,AJVPS OLT,"cu sediul în  
localitatea Slatina, 
str. N. Titulescu, nr. 
39, județ Olt"
OLT,Râul Olteț,Loc. Dobriceni – conf. Raul Olt,71 km,AJVPS OLT,"cu sediul în  
localitatea Slatina, 
str. N. Titulescu, nr. 
39, județ Olt"
OLT,Râul Olt,Loc. Izbiceni- limită județ Teleorman,2 km,AJVPS OLT,"cu sediul în  
localitatea Slatina, 
str. N. Titulescu, nr. 
39, județ Olt"
PRAHOVA,Râul Teleajen superior,Izvoare – Baraj Măneciu,25 Km,AJVPS OLT,"AJVPS PRAHOVA 
cu sediul în  
localitatea Ploiești, 
str. Toma Caragiu, nr. 
1, județ Prahova"
PRAHOVA,Râul Teleajen inferior,Baraj Măneciu – Pod Zamfira,35Km,60 Km,"AJVPS PRAHOVA 
cu sediul în  
localitatea Ploiești, 
str. Toma Caragiu, nr. 
1, județ Prahova"
PRAHOVA,Râul Cricovul Sărat,Comuna Lapoș – ieșire din județ Prahova,90 Km,60 Km,"AJVPS PRAHOVA 
cu sediul în  
localitatea Ploiești, 
str. Toma Caragiu, nr. 
1, județ Prahova"
PRAHOVA,Lac Măneciu,artificial,226 Ha,60 Km,"AJVPS PRAHOVA 
cu sediul în  
localitatea Ploiești, 
str. Toma Caragiu, nr. 
1, județ Prahova"
PRAHOVA,Râul Lopatna,Izvoare – conf. Râul Cricovul Sărat,10 Km,60 Km,"AJVPS PRAHOVA 
cu sediul în  
localitatea Ploiești, 
str. Toma Caragiu, nr. 
1, județ Prahova"
PRAHOVA,Râul Prahova inferioară,Nedelea – ieșire din județ Prahova,55 Km,60 Km,"AJVPS PRAHOVA 
cu sediul în  
localitatea Ploiești, 
str. Toma Caragiu, nr. 
1, județ Prahova"
PRAHOVA,Râul Teleajenul inferior,pod Zamfira – pud Bucov,30 Km,60 Km,"AJVPS PRAHOVA 
cu sediul în  
localitatea Ploiești, 
str. Toma Caragiu, nr. 
1, județ Prahova"
PRAHOVA,Râul Cricovul Dulce,Mănești – Ologeni,20 Km,60 Km,"AJVPS PRAHOVA 
cu sediul în  
localitatea Ploiești, 
str. Toma Caragiu, nr. 
1, județ Prahova"
PRAHOVA,Râul Vărbilău,izvoare – conf. cu râul Teleajen,25 Km,60 Km,"AJVPS PRAHOVA 
cu sediul în  
localitatea Ploiești, 
str. Toma Caragiu, nr. 
1, județ Prahova"
PRAHOVA,Râul Prahova superioară,conf. Valea Râșnoavei – conf. Valea Fetii,23 Km,60 Km,AVPS CÂMPINA
PRAHOVA,Râul Prahova mijlocie,Valea Fetii – Nedelea,72 Km,"cu sediul în  
localitatea Câmpina, 
str. Carol I, nr. 46,bl. 
12/e, parter, județ 
Prahova",AVPS CÂMPINA
SATU MARE,Râul Tur,"între km 43-49-Turlung - pod CFR Tur 
(Porumbești)",6 km,"AJVPS SATU MARE 
cu sediul în  
localitatea Satu Mare, 
str. Petofi Șandor, nr. 
38, județ  Satu Mare",12/13.09.2017
SATU MARE,Râul Crasna,Supur Moftin,28 KM,"AJVPS SATU MARE 
cu sediul în  
localitatea Satu Mare, 
str. Petofi Șandor, nr. 
38, județ  Satu Mare",12/13.09.2017
SATU MARE,Râul Someș,mal stâng,"83,4 km","AJVPS SATU MARE 
cu sediul în  
localitatea Satu Mare, 
str. Petofi Șandor, nr. 
38, județ  Satu Mare",12/13.09.2017
SATU MARE,CCRM Ruseni,Moftin,"36,8 km","AJVPS SATU MARE 
cu sediul în  
localitatea Satu Mare, 
str. Petofi Șandor, nr. 
38, județ  Satu Mare",12/13.09.2017
SATU MARE,CCPFB  Paulian,"Frontiera cu Ungaria, Berveni","11,4 km","AJVPS SATU MARE 
cu sediul în  
localitatea Satu Mare, 
str. Petofi Șandor, nr. 
38, județ  Satu Mare",12/13.09.2017
SATU MARE,CP 9 stația mică,,"36,19 km","AJVPS SATU MARE 
cu sediul în  
localitatea Satu Mare, 
str. Petofi Șandor, nr. 
38, județ  Satu Mare",12/13.09.2017
SATU MARE,Râul Tur,"între km 49-59-pod CFR Tur - Bercu trei 
hotare(Ungaria, Ucraina, România)",10 km,"AJVPS SATU MARE 
cu sediul în  
localitatea Satu Mare, 
str. Petofi Șandor, nr. 
38, județ  Satu Mare",12/13.09.2017
SATU MARE,Râul Crasna,intre km 28-59 – Moftin - Berveni,28 km,"AJVPS SATU MARE 
cu sediul în  
localitatea Satu Mare, 
str. Petofi Șandor, nr. 
38, județ  Satu Mare",12/13.09.2017
SATU MARE,Râul Talna,izvor – conf. Râul Tur,26 km,"AJVPS SATU MARE 
cu sediul în  
localitatea Satu Mare, 
str. Petofi Șandor, nr. 
38, județ  Satu Mare",12/13.09.2017
SATU MARE,Râul Homorodul Nou,izvor - conf. Râul Someș,34 km,"AJVPS SATU MARE 
cu sediul în  
localitatea Satu Mare, 
str. Petofi Șandor, nr. 
38, județ  Satu Mare",12/13.09.2017
SATU MARE,Râul Tur superior,izvoare-borna 6 UP III Negrești Oaș,17 km,"AJVPS SATU MARE 
cu sediul în  
localitatea Satu Mare, 
str. Petofi Șandor, nr. 
38, județ  Satu Mare",12/13.09.2017
SATU MARE,Râul Tur mijlociu,borna 6UP III Negrești Oaș - Baraj Călinești Oaș,17 km,"AJVPS SATU MARE 
cu sediul în  
localitatea Satu Mare, 
str. Petofi Șandor, nr. 
38, județ  Satu Mare",12/13.09.2017
SATU MARE,Râul  Talna  Mare superioara,izvoare-Orașul Nou Remetea,26 km,"AJVPS SATU MARE 
cu sediul în  
localitatea Satu Mare, 
str. Petofi Șandor, nr. 
38, județ  Satu Mare",12/13.09.2017
SĂLAJ,Râul Someșul Mare,Căpâlna - Benesat,93 km,"AJVPS SATU MARE 
cu sediul în  
localitatea Satu Mare, 
str. Petofi Șandor, nr. 
38, județ  Satu Mare",12/13.09.2017
SĂLAJ,Sonia,Gostila - Gâlgău,13 km,"AJVPS SATU MARE 
cu sediul în  
localitatea Satu Mare, 
str. Petofi Șandor, nr. 
38, județ  Satu Mare",12/13.09.2017
SĂLAJ,Valea Ileanda,Dolheni - Ileanda,11 km,"AJVPS SĂLAJ 
cu sediul în  
localitatea Zalău, str. 
Corneliu Coposu , bl. 
k20-21, parter, județ 
Sălaj",13/13.09.2017
SĂLAJ,Valea Almașului,Fildu de sus – Tihău,63 km,"AJVPS SĂLAJ 
cu sediul în  
localitatea Zalău, str. 
Corneliu Coposu , bl. 
k20-21, parter, județ 
Sălaj",13/13.09.2017
SĂLAJ,Valea Agrij,Huța – Jibou,44 km,"AJVPS SĂLAJ 
cu sediul în  
localitatea Zalău, str. 
Corneliu Coposu , bl. 
k20-21, parter, județ 
Sălaj",13/13.09.2017
SĂLAJ,Valea Sălajului,Gârceiu – Cehu Silvaniei,22 km,"AJVPS SĂLAJ 
cu sediul în  
localitatea Zalău, str. 
Corneliu Coposu , bl. 
k20-21, parter, județ 
Sălaj",13/13.09.2017
SĂLAJ,Râul Crasna,Cizer – Bobota,65km,"AJVPS SĂLAJ 
cu sediul în  
localitatea Zalău, str. 
Corneliu Coposu , bl. 
k20-21, parter, județ 
Sălaj",13/13.09.2017
SĂLAJ,Valea Barcăului,Barcăul de jos – marca 45,45 km,"AJVPS SĂLAJ 
cu sediul în  
localitatea Zalău, str. 
Corneliu Coposu , bl. 
k20-21, parter, județ 
Sălaj",13/13.09.2017
SĂLAJ,"Năpradea– braț mort Someșul 
Mare",Năpradea – Traniș,3 Ha,"AJVPS SĂLAJ 
cu sediul în  
localitatea Zalău, str. 
Corneliu Coposu , bl. 
k20-21, parter, județ 
Sălaj",13/13.09.2017
SĂLAJ,Valea Zalău,Zalău – Moiad,38 km,"AJVPS SĂLAJ 
cu sediul în  
localitatea Zalău, str. 
Corneliu Coposu , bl. 
k20-21, parter, județ 
Sălaj",13/13.09.2017
SĂLAJ,Lac acumulare Vârșolț,Vârșolț,456 Ha,"AJVPS SĂLAJ 
cu sediul în  
localitatea Zalău, str. 
Corneliu Coposu , bl. 
k20-21, parter, județ 
Sălaj",13/13.09.2017
SĂLAJ,Lac acumulare Sălățig,Sălățig,23 Ha,"AJVPS SĂLAJ 
cu sediul în  
localitatea Zalău, str. 
Corneliu Coposu , bl. 
k20-21, parter, județ 
Sălaj",13/13.09.2017
SIBIU,Râul Olt,"Limită jud. Brașov – limită Jud. Vâlcea pe 
teritoriu. Jud. Sibiu",56 Km,"AJVPS SIBIU 
cu sediul în  
localitatea Sibiu, str. 
Constituției, nr. 23, 
bl. 20, județ Sibiu",25/30.10.2017
SIBIU,Pârâul Hârtibaciu,Loc. Brădeni – conf. cu râul Olt,68 Km,"AJVPS SIBIU 
cu sediul în  
localitatea Sibiu, str. 
Constituției, nr. 23, 
bl. 20, județ Sibiu",25/30.10.2017
SIBIU,Râul Târnava Mare,"limită jud. Mureș, Dumbrăveni – limită jud. Alba 
în aval de Mediaș",30 Km,"AJVPS SIBIU 
cu sediul în  
localitatea Sibiu, str. 
Constituției, nr. 23, 
bl. 20, județ Sibiu",25/30.10.2017
SIBIU,Lac acumulare Avrig,Județ Sibiu,,"AJVPS SIBIU 
cu sediul în  
localitatea Sibiu, str. 
Constituției, nr. 23, 
bl. 20, județ Sibiu",25/30.10.2017
SIBIU,Lac acumulare Scoreiu,Județ Sibiu,,"AJVPS SIBIU 
cu sediul în  
localitatea Sibiu, str. 
Constituției, nr. 23, 
bl. 20, județ Sibiu",25/30.10.2017
SIBIU,Lac acumulare Racovița,Județ Sibiu,,"AJVPS SIBIU 
cu sediul în  
localitatea Sibiu, str. 
Constituției, nr. 23, 
bl. 20, județ Sibiu",25/30.10.2017
SIBIU,Lac acumulare Arpașu,limită jud. Brașov,,"AJVPS SIBIU 
cu sediul în  
localitatea Sibiu, str. 
Constituției, nr. 23, 
bl. 20, județ Sibiu",25/30.10.2017
SIBIU,Râul Cibinul Mare,Izvoare – conf. Râul Cibinul Mic,46 Km,"A.FLY FISHING CLUB 
SIBIU",26/02.10.2017
SIBIU,Râul Cibinul Mic,Izvoare – conf. Râul Cibinul Mare,27 Km,"A.FLY FISHING CLUB 
SIBIU",26/02.10.2017
SIBIU,Râul Avrigul Mare,Izvoare – conf. Râul Olt,65 Km,"A.FLY FISHING CLUB 
SIBIU",26/02.10.2017
SIBIU,Lac baraj Gura Râului,"Artificial, județ Sibiu",,"A.FLY FISHING CLUB 
SIBIU",26/02.10.2017
SIBIU,Valea Stegii,Izvoare – conf. Râul Cibin,48 Km,"A.FLY FISHING CLUB 
SIBIU",26/02.10.2017
SIBIU,Lac montan Iezerul Mare,Lac glaciar județ Sibiu,"3,3 Ha","cu sediul în  
localitatea Sibiu, str. 
Islazului, nr. 44, județ 
Sibiu",26/02.10.2017
SIBIU,Râul Săliște,izvoare – conf. râul Cibin,84 Km,"cu sediul în  
localitatea Sibiu, str. 
Islazului, nr. 44, județ 
Sibiu",62/26.07.2018
SIBIU,Râul Cibinul inferior,lac acumulare Gura Râului – pod Cristian,12 Km,"cu sediul în  
localitatea Sibiu, str. 
Islazului, nr. 44, județ 
Sibiu",62/26.07.2018
SIBIU,Râul Sebeșul de Jos,izvoare – conf. râul Olt,24 Km,"cu sediul în  
localitatea Sibiu, str. 
Islazului, nr. 44, județ 
Sibiu",62/26.07.2018
SIBIU,Râul Sebeșul de Sus,izvoare – conf. râul Olt,18 Km,"cu sediul în  
localitatea Sibiu, str. 
Islazului, nr. 44, județ 
Sibiu",62/26.07.2018
SIBIU,Pârâul Nou Roman,Pod rutier loc. Noul Roman - vărsare râul Olt,"1,5 km","cu sediul în  
localitatea Sibiu, str. 
Islazului, nr. 44, județ 
Sibiu",79/11.04.2019
SIBIU,Râul Lotrioara,Izvoare - conf. râul Olt,30 Km,"cu sediul în  
localitatea Sibiu, str. 
Islazului, nr. 44, județ 
Sibiu",79/11.04.2019
SIBIU,Pârâul Tălmaciu,Izvoare - conf. râul Cibin,5 Km,"cu sediul în  
localitatea Sibiu, str. 
Islazului, nr. 44, județ 
Sibiu",79/11.04.2019
SIBIU,Pârâul Valea Strâmbei,Izvoare - conf. râul Olt,10 Km,"cu sediul în  
localitatea Sibiu, str. 
Islazului, nr. 44, județ 
Sibiu",79/11.04.2019
SIBIU,Pârâul Valea Rindiboului,Izvoare - conf. râul Olt,"9,5 Km","cu sediul în  
localitatea Sibiu, str. 
Islazului, nr. 44, județ 
Sibiu",79/11.04.2019
SIBIU,Pârâul Râul Vadului,Izvoare - conf. râul Olt,22 Km,"cu sediul în  
localitatea Sibiu, str. 
Islazului, nr. 44, județ 
Sibiu",79/11.04.2019
SIBIU,Pârâul Tălmăcuț,Izvoare - conf. râul Olt,5 Km,"cu sediul în  
localitatea Sibiu, str. 
Islazului, nr. 44, județ 
Sibiu",79/11.04.2019
SIBIU,Râul Sadu Inferior,Valea Pinului - conf. cu râul Cibin,48 Km,"cu sediul în  
localitatea Sibiu, str. 
Islazului, nr. 44, județ 
Sibiu",79/11.04.2019
SIBIU,Râul Dobra,Bucunici - conf. râul Sebeș,22 km,"cu sediul în  
localitatea Sibiu, str. 
Islazului, nr. 44, județ 
Sibiu",79/11.04.2019
SIBIU,Râul Măgura Cisnădiei,Izvoare - conf. râul Cibin,"15,5 km","cu sediul în  
localitatea Sibiu, str. 
Islazului, nr. 44, județ 
Sibiu",79/11.04.2019
SIBIU,Lacul montan Sadu II,Lac montan,"1,4 ha","cu sediul în  
localitatea Sibiu, str. 
Islazului, nr. 44, județ 
Sibiu",79/11.04.2019
SIBIU,Lacul montan Iezerul Mic,Lac montan,"0,2 ha","cu sediul în  
localitatea Sibiu, str. 
Islazului, nr. 44, județ 
Sibiu",79/11.04.2019
SIBIU,Lacul montan Podragu Mic,Lac glaciar,"0,24 Ha","APS AQUA CRISIUS 
cu sediul în  
localitatea Oradea, 
str. Mihai Eminescu, 
nr.15, județ Bihor",83/11.04.2019
SIBIU,Lacul montan Podrăgel,Lac glaciar,"0,7 ha","APS AQUA CRISIUS 
cu sediul în  
localitatea Oradea, 
str. Mihai Eminescu, 
nr.15, județ Bihor",83/11.04.2019
SIBIU,Lacul montan Doamnei,Lac glaciar,"0,3 ha","APS AQUA CRISIUS 
cu sediul în  
localitatea Oradea, 
str. Mihai Eminescu, 
nr.15, județ Bihor",83/11.04.2019
SIBIU,Lacul montan Avrig,Lac glaciar,"1,4 ha","APS AQUA CRISIUS 
cu sediul în  
localitatea Oradea, 
str. Mihai Eminescu, 
nr.15, județ Bihor",83/11.04.2019
SUCEAVA,Râul Siret,"granița cu Ucraina – limită județ Suceava  
(comuna Dolhasca)",123 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani,",64/26.07.2018
SUCEAVA,Râul Suceava,conf. cu pârâul Putna – conf. cu râul Siret,97 Km,"AJVPS BOTOȘANI 
cu sediul în  
localitatea Botoșani,",64/26.07.2018
SUCEAVA,Râul Șomuzul Mare și afluenții,izvoare – conf. cu Siretul,49 Km,"Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",64/26.07.2018
SUCEAVA,Râul Șomuzul Mic și afluenții,izvoare – conf. cu Siretul,31 Km,"Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",64/26.07.2018
SUCEAVA,Acumulare Rogojești,Grămești,10 Ha,"Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",64/26.07.2018
SUCEAVA,Acumulare Bucecea,Adâncata,6 Ha,"Str. Pietonalul 
Transilvaniei , nr. 4, 
parter, județ Botoșani",64/26.07.2018
SUCEAVA,Râul Moldova,"conf. cu pârâul Umor – limită județ (comuna 
Drăgușeni)",59 Km,"APP FILIALA 
SUCEAVA 
cu sediul în  
localitatea Suceava, 
str. Depoului, nr. 16, 
județ Suceava",75/26.07.2018
SUCEAVA,Acumulare Dragomira,Mitocul Dragomirei,159 Ha,"APP FILIALA 
SUCEAVA 
cu sediul în  
localitatea Suceava, 
str. Depoului, nr. 16, 
județ Suceava",75/26.07.2018
SUCEAVA,Balta Rădășeni,Rădășeni,"2,5 Ha","APP FILIALA 
SUCEAVA 
cu sediul în  
localitatea Suceava, 
str. Depoului, nr. 16, 
județ Suceava",75/26.07.2018
SUCEAVA,Râul Dorna inferioară,"conf. pârâul Teșna – conf. cu râul Bistrița  
și afluenții",26 Km,"APP FILIALA 
SUCEAVA 
cu sediul în  
localitatea Suceava, 
str. Depoului, nr. 16, 
județ Suceava",75/26.07.2018
SUCEAVA,Râul Bistrița Aurie III,conf. Mestecăniș – Puciosul – conf. râul Dorna,16 Km,"APP FILIALA 
SUCEAVA 
cu sediul în  
localitatea Suceava, 
str. Depoului, nr. 16, 
județ Suceava",75/26.07.2018
SUCEAVA,Râul Bistrița I Zugreni,"râul Bistrița – conf. cu râul Dorna – baraj 
Zugreni",18 Km,"APP FILIALA 
SUCEAVA 
cu sediul în  
localitatea Suceava, 
str. Depoului, nr. 16, 
județ Suceava",75/26.07.2018
SUCEAVA,Râul Suceava,"conf. cu pârâul Brodina - conf. cu pârâul Putna  
și afluenții",38 Km,"APP FILIALA 
SUCEAVA 
cu sediul în  
localitatea Suceava, 
str. Depoului, nr. 16, 
județ Suceava",75/26.07.2018
SUCEAVA,Râul Moldova III,"râul Moldova de la stația CFR Prisaca Dornei – 
conf. pârâul Dobra",10 Km,"APP FILIALA 
SUCEAVA 
cu sediul în  
localitatea Suceava, 
str. Depoului, nr. 16, 
județ Suceava",75/26.07.2018
SUCEAVA,Râul Moldova I,conf. pârâul Botușel – conf. izvorul Giumalău,"39,5 Km","APP FILIALA 
SUCEAVA 
cu sediul în  
localitatea Suceava, 
str. Depoului, nr. 16, 
județ Suceava",75/26.07.2018
SUCEAVA,Râul Moldova II,"râul Moldova de la conf. cu pârâul Giumalău – 
conf. cu pârâul Hurghiș",61 Km,"APP FILIALA 
SUCEAVA 
cu sediul în  
localitatea Suceava, 
str. Depoului, nr. 16, 
județ Suceava",75/26.07.2018
SUCEAVA,Râul Moldova IV,"râul Moldova de la conf. cu pârâul Dobra – conf. 
cu pârâul Umor  
și afluenții săi",47 Km,"APP FILIALA 
SUCEAVA 
cu sediul în  
localitatea Suceava, 
str. Depoului, nr. 16, 
județ Suceava",75/26.07.2018
SUCEAVA,Râul Bistrița II,limită Baraj Zugreni – pod Mălișor,48 Km,"A.LUCIOPERCA CLUB 
PESCAR MODERN 
cu sediul în  
localitatea Bistrița,",58/26.07.2018
SUCEAVA,Râul Bistrița Aurie I,Pod Bila - pod Cârlibaba - centru,17 Km,"APS AQUA CRISIUS 
cu sediul în  
localitatea Oradea, 
str. Mihai Eminescu, 
nr.15, județ Bihor",83/11.04.2019
SUCEAVA,Râul Bistrița Aurie II,"Pârâul Cârlibaba - conf. pârâul Mestecăniș – 
Puciosul",26 Km,"APS AQUA CRISIUS 
cu sediul în  
localitatea Oradea, 
str. Mihai Eminescu, 
nr.15, județ Bihor",83/11.04.2019
SUCEAVA,Valea  Cârlibabei,Izvoare Pod Negru - conf. cu râul Bistrița,21 Km,"APS AQUA CRISIUS 
cu sediul în  
localitatea Oradea, 
str. Mihai Eminescu, 
nr.15, județ Bihor",83/11.04.2019
SUCEAVA,Valea Țibăului,Pod  Alexești – conf. râul Bistrița,22 Km,"APS AQUA CRISIUS 
cu sediul în  
localitatea Oradea, 
str. Mihai Eminescu, 
nr.15, județ Bihor",83/11.04.2019
SUCEAVA,Izvoarele Moldovei și Sucevei,"R. Moldova și Suceava+ afluenții  
(izvoare - granița cu Ucraina)",73 Km,"ASOCIAȚIA FLY 
FISHING RARĂU 
cu sediul în 
localitatea  Pojorâta, 
str. Izvor, nr. 880, 
județ Suceava",85/10.01.2024
SUCEAVA,Lacul Pojorâta  (Iezer),Natural,"1,5 Ha","ASOCIAȚIA FLY 
FISHING RARĂU 
cu sediul în 
localitatea  Pojorâta, 
str. Izvor, nr. 880, 
județ Suceava",85/10.01.2024
TELEORMAN,Râul Câlniștea,pe raza județului Teleorman,,"AJVPS TELEORMAN 
cu sediul în  
localitatea 
Alexandria, str. 
Libertății, nr. C1, 
județ Teleorman",59/26.07.2018
TELEORMAN,Râul Teleorman,pe raza județului Teleorman,,"AJVPS TELEORMAN 
cu sediul în  
localitatea 
Alexandria, str. 
Libertății, nr. C1, 
județ Teleorman",59/26.07.2018
TELEORMAN,Râul Vedea,pe raza județului Teleorman,,"AJVPS TELEORMAN 
cu sediul în  
localitatea 
Alexandria, str. 
Libertății, nr. C1, 
județ Teleorman",59/26.07.2018
TELEORMAN,Râul Călmățui,pe raza județului Teleorman,,"AJVPS TELEORMAN 
cu sediul în  
localitatea 
Alexandria, str. 
Libertății, nr. C1, 
județ Teleorman",59/26.07.2018
TELEORMAN,Râul Urlui,"partea neamenajată pe raza județului 
Teleorman",,"AJVPS TELEORMAN 
cu sediul în  
localitatea 
Alexandria, str. 
Libertății, nr. C1, 
județ Teleorman",59/26.07.2018
TELEORMAN,Râul Olt,pe raza județului Teleorman,,"AJVPS TELEORMAN 
cu sediul în  
localitatea 
Alexandria, str. 
Libertății, nr. C1, 
județ Teleorman",59/26.07.2018
TIMIȘ,Râul Timiș,Limită jud. Timiș – frontieră cu Serbia,144 Km,"AJVPS TELEORMAN 
cu sediul în  
localitatea 
Alexandria, str. 
Libertății, nr. C1, 
județ Teleorman",36/12.10.2017
TIMIȘ,Râul Bega,Loc. Curtea - frontieră cu Serbia,159 Km,"AJVPS TELEORMAN 
cu sediul în  
localitatea 
Alexandria, str. 
Libertății, nr. C1, 
județ Teleorman",36/12.10.2017
TIMIȘ,Râul Mureș,comuna Periam – frontieră cu Ungaria,33 Km,"AJVPS TELEORMAN 
cu sediul în  
localitatea 
Alexandria, str. 
Libertății, nr. C1, 
județ Teleorman",36/12.10.2017
TIMIȘ,Râul Bârzava,Limită jud. Timiș - frontieră cu Serbia,38 Km,"AJVPS TIMIȘ 
cu sediul în  
localitatea Timișoara, 
str. Bela Bartok, nr. 
17, județ Timiș",36/12.10.2017
TIMIȘ,Canal Aranca,Comuna Periam - frontieră cu Serbia,53 Km,"AJVPS TIMIȘ 
cu sediul în  
localitatea Timișoara, 
str. Bela Bartok, nr. 
17, județ Timiș",36/12.10.2017
TIMIȘ,Lacul Dumbrăvița,Comuna Dumbrăvița,25 Ha,"AJVPS TIMIȘ 
cu sediul în  
localitatea Timișoara, 
str. Bela Bartok, nr. 
17, județ Timiș",36/12.10.2017
TIMIȘ,Baraj Salcia,Localitatea Buziaș,25 Ha,"AJVPS TIMIȘ 
cu sediul în  
localitatea Timișoara, 
str. Bela Bartok, nr. 
17, județ Timiș",36/12.10.2017
TIMIȘ,Lacul Topolovățul,Comuna Topolovățul Mare,"15,5 Ha","AJVPS TIMIȘ 
cu sediul în  
localitatea Timișoara, 
str. Bela Bartok, nr. 
17, județ Timiș",36/12.10.2017
TIMIȘ,Lacul de acumulare Lățunaș,Comuna Jamu Mare,8 Ha,"AJVPS TIMIȘ 
cu sediul în  
localitatea Timișoara, 
str. Bela Bartok, nr. 
17, județ Timiș",36/12.10.2017
TIMIȘ,Pârâul Bega Veche,,70 km,"AJVPS TIMIȘ 
cu sediul în  
localitatea Timișoara, 
str. Bela Bartok, nr. 
17, județ Timiș",81/11.04.2019
TIMIȘ,Pârâul Lunca Birda,Acumulare Liebling -  comuna Gad,53 km,"AJVPS TIMIȘ 
cu sediul în  
localitatea Timișoara, 
str. Bela Bartok, nr. 
17, județ Timiș",81/11.04.2019
TIMIȘ,Raul Timișu Mort,Pădureni - Gad,59 Km,"AJVPS TIMIȘ 
cu sediul în  
localitatea Timișoara, 
str. Bela Bartok, nr. 
17, județ Timiș",91/10.01.2024
TIMIȘ,Raul Moravița,Șemlacu Mare - Moravița,32 Km,"AJVPS TIMIȘ 
cu sediul în  
localitatea Timișoara, 
str. Bela Bartok, nr. 
17, județ Timiș",91/10.01.2024
TIMIȘ,Raul Pogăniș,Cadar Duboz - Uliuc,35 Km,"AJVPS TIMIȘ 
cu sediul în  
localitatea Timișoara, 
str. Bela Bartok, nr. 
17, județ Timiș",91/10.01.2024
TIMIȘ,Pârâul Glavița,Traian Vuia - Belinț,31 Km,"AJVPS TIMIȘ 
cu sediul în  
localitatea Timișoara, 
str. Bela Bartok, nr. 
17, județ Timiș",91/10.01.2024
TIMIȘ,Pârâul Gherteamoș,Stanciova - Remetea Mare,29 Km,"AJVPS TIMIȘ 
cu sediul în  
localitatea Timișoara, 
str. Bela Bartok, nr. 
17, județ Timiș",91/10.01.2024
TIMIȘ,Pârâul Behela,Giarmata Timișoara,26 Km,"AJVPS TIMIȘ 
cu sediul în  
localitatea Timișoara, 
str. Bela Bartok, nr. 
17, județ Timiș",91/10.01.2024
TIMIȘ,Pârâul Măgheruș,Masloc- Sanandrei,42 Km,"AJVPS TIMIȘ 
cu sediul în  
localitatea Timișoara, 
str. Bela Bartok, nr. 
17, județ Timiș",91/10.01.2024
TIMIȘ,Pârâul Lacului,zona Sânandrei,13 Km,"AJVPS TIMIȘ 
cu sediul în  
localitatea Timișoara, 
str. Bela Bartok, nr. 
17, județ Timiș",91/10.01.2024
TIMIȘ,Pârâul Apa Mare,Bărăteaz - Beregsău Mare,49 Km,"AJVPS TIMIȘ 
cu sediul în  
localitatea Timișoara, 
str. Bela Bartok, nr. 
17, județ Timiș",91/10.01.2024
TIMIȘ,Pârâul Sicșa,Gelu - Biled,14 Km,"AJVPS TIMIȘ 
cu sediul în  
localitatea Timișoara, 
str. Bela Bartok, nr. 
17, județ Timiș",91/10.01.2024
TIMIȘ,Pârâul Pământ Alb,Variaș - Biled,23 Km,"AJVPS TIMIȘ 
cu sediul în  
localitatea Timișoara, 
str. Bela Bartok, nr. 
17, județ Timiș",91/10.01.2024
TIMIȘ,Pârâul Valea Apei,zona Variaș,8 Km,"AJVPS TIMIȘ 
cu sediul în  
localitatea Timișoara, 
str. Bela Bartok, nr. 
17, județ Timiș",91/10.01.2024
