County,Habitat,Limits,Length_surface,Association,Contract
CĂLĂRAȘI,"Rețeaua de canale de irigații cu 
excepția canalelor         Rasa și 
Gălățui",jud. Călărași,,"AJVPS CĂLĂRAȘI 
cu sediul în  
localitatea Călărași, 
str. Portului, nr. 7, 
județ Călărași",4/12.09.2017
CĂLĂRAȘI,Râul Argeș,Hotarele – vărsare Dunăre,40 km,"AJVPS CĂLĂRAȘI 
cu sediul în  
localitatea Călărași, 
str. Portului, nr. 7, 
județ Călărași",4/12.09.2017
CĂLĂRAȘI,Canal irigații Jirlău,toata lungimea canalului,30 km,"AJVPS CĂLĂRAȘI 
cu sediul în  
localitatea Călărași, 
str. Portului, nr. 7, 
județ Călărași",4/12.09.2017
CĂLĂRAȘI,Balta Potcoava,zona Oltenița,2 ha,"AJVPS CĂLĂRAȘI 
cu sediul în  
localitatea Călărași, 
str. Portului, nr. 7, 
județ Călărași",4/12.09.2017
CĂLĂRAȘI,Balta Valea Mare,Ulmeni,7 ha,"AJVPS CĂLĂRAȘI 
cu sediul în  
localitatea Călărași, 
str. Portului, nr. 7, 
județ Călărași",4/12.09.2017
CĂLĂRAȘI,Balta ecluza Oltenița,Oltenița - Port,2 ha,"AJVPS CĂLĂRAȘI 
cu sediul în  
localitatea Călărași, 
str. Portului, nr. 7, 
județ Călărași",4/12.09.2017
CĂLĂRAȘI,Canalul  Scoiceni,Mânăstirea - Chiselet,6 km,"AJVPS CĂLĂRAȘI 
cu sediul în  
localitatea Călărași, 
str. Portului, nr. 7, 
județ Călărași",4/12.09.2017
CĂLĂRAȘI,Canalul  Milotina,"de la pod DN cap canal până la baraj Fântâna 
Doamnei – 
de la Lacul Cocorilor până la baraj Gurbănești",50 ha,"AJVPS CĂLĂRAȘI 
cu sediul în  
localitatea Călărași, 
str. Portului, nr. 7, 
județ Călărași",4/12.09.2017
JUDEȚUL CLUJ,Râul Someșul Mic,Conf. Valea Orman-conf. Cu Someșul Mare - Dej,31 km,"AJVPS CLUJ 
cu sediul în  
localitatea Cluj, str. 
Cuza Voda, bl. A, 
județ Cluj",43/26.10.2017
JUDEȚUL CLUJ,Râul Someșul Mare,"Limita jud. Bistrița-Năsăud-conf. Someșul Mic 
Dej",25 km,"AJVPS CLUJ 
cu sediul în  
localitatea Cluj, str. 
Cuza Voda, bl. A, 
județ Cluj",43/26.10.2017
JUDEȚUL CLUJ,Râul Arieș,Lungești –  Gligorești,48 km,"AJVPS CLUJ 
cu sediul în  
localitatea Cluj, str. 
Cuza Voda, bl. A, 
județ Cluj",43/26.10.2017
JUDEȚUL CLUJ,Râul Someș,"Conf. Someșul Mic cu Someșul Mare, limita  cu 
jud. Sălaj",32 km,"AJVPS CLUJ 
cu sediul în  
localitatea Cluj, str. 
Cuza Voda, bl. A, 
județ Cluj",43/26.10.2017
JUDEȚUL CLUJ,Râul Someșul Mic,Barajul Gilău-conf. Cu V. Orman,"74,8km","AJPS CLUJ 
cu sediul în  
localitatea Cluj, str. 
Cuza Vodă, bl. A, 
județ Cluj","12/24.04.2003 
ACT ADIȚIONAL 
NR. 5/16.12.2020"
JUDEȚUL CLUJ,Râul Căpuș,Izvoare-vărsare în Someșul Mic Gilău,23km,"AJPS CLUJ 
cu sediul în  
localitatea Cluj, str. 
Cuza Vodă, bl. A, 
județ Cluj","12/24.04.2003 
ACT ADIȚIONAL 
NR. 5/16.12.2020"
JUDEȚUL CLUJ,Râul Nadăș,Izvoare-vărsare în Someșul Mic Cluj Napoca,33km,"AJPS CLUJ 
cu sediul în  
localitatea Cluj, str. 
Cuza Vodă, bl. A, 
județ Cluj","12/24.04.2003 
ACT ADIȚIONAL 
NR. 5/16.12.2020"
JUDEȚUL CLUJ,Râul Fizeș,Izvoare-vărsare în Someșul Mic Gherla,22km,"AJPS CLUJ 
cu sediul în  
localitatea Cluj, str. 
Cuza Vodă, bl. A, 
județ Cluj","12/24.04.2003 
ACT ADIȚIONAL 
NR. 5/16.12.2020"
JUDEȚUL CLUJ,Valea Lonei,Izvoare -vărsare in Someșul Mic Luna de Sus,37km,"AJPS CLUJ 
cu sediul în  
localitatea Cluj, str. 
Cuza Vodă, bl. A, 
județ Cluj","12/24.04.2003 
ACT ADIȚIONAL 
NR. 5/16.12.2020"
JUDEȚUL CLUJ,Lac Săcălaia,Județ Cluj,48 Ha,"AJPS CLUJ 
cu sediul în  
localitatea Cluj, str. 
Cuza Vodă, bl. A, 
județ Cluj","12/24.04.2003 
ACT ADIȚIONAL 
NR. 5/16.12.2020"
CONSTANȚA,Canal Dunăre – Marea Neagră,,,"AJVPS CONSTANȚA 
cu sediul în  
localitatea Constanța, 
str. Baba Novac, nr. 
1, bl. L118, județ 
Constanța",77/26.07.2018
CONSTANȚA,"Canal Poarta Albă – Midia 
Năvodari",,,"AJVPS CONSTANȚA 
cu sediul în  
localitatea Constanța, 
str. Baba Novac, nr. 
1, bl. L118, județ 
Constanța",77/26.07.2018
CONSTANȚA,Canal apă caldă  Cernavodă,,,"AJVPS CONSTANȚA 
cu sediul în  
localitatea Constanța, 
str. Baba Novac, nr. 
1, bl. L118, județ 
Constanța",77/26.07.2018
COVASNA,Râul Olt,Piatra Găurită – Augustin,90 Km,"AJVPS CONSTANȚA 
cu sediul în  
localitatea Constanța, 
str. Baba Novac, nr. 
1, bl. L118, județ 
Constanța",77/26.07.2018
COVASNA,Râul Negru II,Pod fier Cătălina – Vărsare Olt,"58,2 Km","AJVPS CONSTANȚA 
cu sediul în  
localitatea Constanța, 
str. Baba Novac, nr. 
1, bl. L118, județ 
Constanța",77/26.07.2018
COVASNA,"Brațele secundare ale Râului 
Negru","Surcea, Sântionlunca, Ozun, Comandău",,"AJVPS CONSTANȚA 
cu sediul în  
localitatea Constanța, 
str. Baba Novac, nr. 
1, bl. L118, județ 
Constanța",77/26.07.2018
COVASNA,Pârâu Szaldoboș,Izvoare – conf.cu Râul Olt,,"AJVPS COVASNA 
cu sediul în  
localitatea Sfântul 
Gheorghe, str. Kos 
Karoly, nr. 5/A, județ 
Covasna",21/19.09.2017
COVASNA,Pârâu Șomko,Izvoare – conf.cu Râul Olt,,"AJVPS COVASNA 
cu sediul în  
localitatea Sfântul 
Gheorghe, str. Kos 
Karoly, nr. 5/A, județ 
Covasna",21/19.09.2017
COVASNA,Pârâu Baraolt inferior,pod  Bodvaj  – Conf.  cu râul Olt,35 Km,"AJVPS COVASNA 
cu sediul în  
localitatea Sfântul 
Gheorghe, str. Kos 
Karoly, nr. 5/A, județ 
Covasna",21/19.09.2017
COVASNA,Pârâu  Vârghiș,Limită jud. Harghita – Conf.  Râul Cormoș,25 Km,"AJVPS COVASNA 
cu sediul în  
localitatea Sfântul 
Gheorghe, str. Kos 
Karoly, nr. 5/A, județ 
Covasna",21/19.09.2017
COVASNA,Râul Covasna,Izvoare – Conf.  Cu Râul Negru,15 Km,"AJVPS COVASNA 
cu sediul în  
localitatea Sfântul 
Gheorghe, str. Kos 
Karoly, nr. 5/A, județ 
Covasna",21/19.09.2017
COVASNA,Pârâu  Cașin,Limită Jud. Harghita – Conf. Râul Negru,30 Km,"AJVPS COVASNA 
cu sediul în  
localitatea Sfântul 
Gheorghe, str. Kos 
Karoly, nr. 5/A, județ 
Covasna",21/19.09.2017
COVASNA,Pârâu  Pădureni,Izvoare – vărsare lac Pădureni.,,"AJVPS COVASNA 
cu sediul în  
localitatea Sfântul 
Gheorghe, str. Kos 
Karoly, nr. 5/A, județ 
Covasna",21/19.09.2017
COVASNA,Pârâu  Ghelința,Izvoare – Conf.  Cu Râul Negru,18 Km,"AJVPS COVASNA 
cu sediul în  
localitatea Sfântul 
Gheorghe, str. Kos 
Karoly, nr. 5/A, județ 
Covasna",21/19.09.2017
COVASNA,Pârâu  Buzăul Mijlociu,Limită jud. Brașov – limită Jud.  Buzău,25 Km,"AJVPS COVASNA 
cu sediul în  
localitatea Sfântul 
Gheorghe, str. Kos 
Karoly, nr. 5/A, județ 
Covasna",21/19.09.2017
COVASNA,Râul Oituz,Izvoare – limită jud. Bacău,35 Km,"AJVPS COVASNA 
cu sediul în  
localitatea Sfântul 
Gheorghe, str. Kos 
Karoly, nr. 5/A, județ 
Covasna",21/19.09.2017
COVASNA,Râul Ojdula,Izvoare – Conf.  Râul Negru,20 Km,"AJVPS COVASNA 
cu sediul în  
localitatea Sfântul 
Gheorghe, str. Kos 
Karoly, nr. 5/A, județ 
Covasna",21/19.09.2017
COVASNA,Râul Negru I,Izvoare – Cătălina,35 Km,"AJVPS COVASNA 
cu sediul în  
localitatea Sfântul 
Gheorghe, str. Kos 
Karoly, nr. 5/A, județ 
Covasna",21/19.09.2017
COVASNA,Râul Cormoș,Loc. Filia – Râul Olt,16 Km,"AJVPS COVASNA 
cu sediul în  
localitatea Sfântul 
Gheorghe, str. Kos 
Karoly, nr. 5/A, județ 
Covasna",21/19.09.2017
DÂMBOVIȚA,Râul Dâmbovița,Malul cu Flori – Brezoaele,84  km,"AJVPS DÂMBOVIȚA 
cu sediul în  
localitatea Târgoviște, 
Str. Alexandru Ioan 
Cuza , nr. 6, județ 
Dâmbovița",5/12.09.2017
DÂMBOVIȚA,Râul Ialomița,Fieni - Buftea,95  km,"AJVPS DÂMBOVIȚA 
cu sediul în  
localitatea Târgoviște, 
Str. Alexandru Ioan 
Cuza , nr. 6, județ 
Dâmbovița",5/12.09.2017
DÂMBOVIȚA,Râul Argeș,Valea Mare - Potlogi,50  km,"AJVPS DÂMBOVIȚA 
cu sediul în  
localitatea Târgoviște, 
Str. Alexandru Ioan 
Cuza , nr. 6, județ 
Dâmbovița",5/12.09.2017
DÂMBOVIȚA,Râul Ilfov,Ulmi - Ciocănești,45  km,"AJVPS DÂMBOVIȚA 
cu sediul în  
localitatea Târgoviște, 
Str. Alexandru Ioan 
Cuza , nr. 6, județ 
Dâmbovița",5/12.09.2017
DÂMBOVIȚA,Râul Colentina,Pe raza județului Dâmbovița,40  km,"AJVPS DÂMBOVIȚA 
cu sediul în  
localitatea Târgoviște, 
Str. Alexandru Ioan 
Cuza , nr. 6, județ 
Dâmbovița",5/12.09.2017
DÂMBOVIȚA,Râul Neajlov,Pe raza județului Dâmbovița,44  km,"AJVPS DÂMBOVIȚA 
cu sediul în  
localitatea Târgoviște, 
Str. Alexandru Ioan 
Cuza , nr. 6, județ 
Dâmbovița",5/12.09.2017
DÂMBOVIȚA,Râul Potop,Pe raza județului Dâmbovița,45  km,"AJVPS DÂMBOVIȚA 
cu sediul în  
localitatea Târgoviște, 
Str. Alexandru Ioan 
Cuza , nr. 6, județ 
Dâmbovița",5/12.09.2017
DÂMBOVIȚA,Râul  Cricov,Pe raza județului Dâmbovița,70  km,"AJVPS DÂMBOVIȚA 
cu sediul în  
localitatea Târgoviște, 
Str. Alexandru Ioan 
Cuza , nr. 6, județ 
Dâmbovița",5/12.09.2017
DÂMBOVIȚA,Râul Sabar,Glambocata – Potlogi,80  km,"AJVPS DÂMBOVIȚA 
cu sediul în  
localitatea Târgoviște, 
Str. Alexandru Ioan 
Cuza , nr. 6, județ 
Dâmbovița",5/12.09.2017
DÂMBOVIȚA,Lac Pucioasa,Loc. Pucioasa,102  Ha,"AJVPS DÂMBOVIȚA 
cu sediul în  
localitatea Târgoviște, 
Str. Alexandru Ioan 
Cuza , nr. 6, județ 
Dâmbovița",5/12.09.2017
DÂMBOVIȚA,Lac Zăvoiul Orbului,Loc. Ionești,100 Ha,"AJVPS DÂMBOVIȚA 
cu sediul în  
localitatea Târgoviște, 
Str. Alexandru Ioan 
Cuza , nr. 6, județ 
Dâmbovița",5/12.09.2017
DÂMBOVIȚA,Lac Văcărești (Perșinari ),Loc. Văcărești,100 Ha,"AJVPS DÂMBOVIȚA 
cu sediul în  
localitatea Târgoviște, 
Str. Alexandru Ioan 
Cuza , nr. 6, județ 
Dâmbovița",5/12.09.2017
DOLJ,Canal Săpata,"paralel cu DN 55A, 
 între loc. Săpata - loc. Măceșu de Jos",7 Km,"AJVPS DOLJ 
cu sediul în  
localitatea Craiova, 
str. Vasile Conta, bl. 
U1, județ Dolj",70/26.07.2018
DOLJ,Canalul Ianoși,loc. Catane - loc. Bistreț,10 Km,"AJVPS DOLJ 
cu sediul în  
localitatea Craiova, 
str. Vasile Conta, bl. 
U1, județ Dolj",70/26.07.2018
DOLJ,Râul Jiu și afluenții săi,Bâlta-Dunăre,110 km,"AJVPS DOLJ 
cu sediul în  
localitatea Craiova, 
str. Vasile Conta, bl. 
U1, județ Dolj","45/24.11.2017 
ACT ADIȚIONAL 
NR. 1/26.01.2018"
DOLJ,Râul Balasan,Moțăței – Catane,30 Km,"AJVPS DOLJ 
cu sediul în  
localitatea Craiova, 
str. Vasile Conta, bl. 
U1, județ Dolj",45/24.11.2017
DOLJ,Râul Baboia,Verbița – Bârca,50 Km,"AJVPS DOLJ 
cu sediul în  
localitatea Craiova, 
str. Vasile Conta, bl. 
U1, județ Dolj",45/24.11.2017
DOLJ,Râul Desnățui,Cleanov – Plosca,80 Km,"AJVPS DOLJ 
cu sediul în  
localitatea Craiova, 
str. Vasile Conta, bl. 
U1, județ Dolj",45/24.11.2017
DOLJ,Râul Teslui,Motoci – Preajba de Pădure,30 Km,"AJVPS DOLJ 
cu sediul în  
localitatea Craiova, 
str. Vasile Conta, bl. 
U1, județ Dolj",45/24.11.2017
DOLJ,Balta Geormane,TEASC – Bădoși,58 Ha,"AJVPS DOLJ 
cu sediul în  
localitatea Craiova, 
str. Vasile Conta, bl. 
U1, județ Dolj",45/24.11.2017
DOLJ,Balta Marica,Bratovoești – Prunet,31 Ha,"AJVPS DOLJ 
cu sediul în  
localitatea Craiova, 
str. Vasile Conta, bl. 
U1, județ Dolj",45/24.11.2017
DOLJ,Gârla Mălăieni,Canal de evacuare al polderului Dunăreni,"5,5 Km","AJVPS DOLJ 
cu sediul în  
localitatea Craiova, 
str. Vasile Conta, bl. 
U1, județ Dolj",45/24.11.2017
DOLJ,"Lac Cilieni I,II,III",loc Băilești,40 Ha,"AJVPS DOLJ 
cu sediul în  
localitatea Craiova, 
str. Vasile Conta, bl. 
U1, județ Dolj",45/24.11.2017
DOLJ,Baraj Ișalnița,Craiova,138 Ha,"AJVPS DOLJ 
cu sediul în  
localitatea Craiova, 
str. Vasile Conta, bl. 
U1, județ Dolj",45/24.11.2017
DOLJ,Râul Drincea,Salcia – Cetate,6 Km,"AJVPS DOLJ 
cu sediul în  
localitatea Craiova, 
str. Vasile Conta, bl. 
U1, județ Dolj",45/24.11.2017
DOLJ,Râul Jieț,pe raza jud. Dolj,,"AJVPS DOLJ 
cu sediul în  
localitatea Craiova, 
str. Vasile Conta, bl. 
U1, județ Dolj",45/24.11.2017
DOLJ,Bălțile Preajba,Făcăi,19 Ha,"AJVPS DOLJ 
cu sediul în  
localitatea Craiova, 
str. Vasile Conta, bl. 
U1, județ Dolj",45/24.11.2017
DOLJ,Canalul Dăbuleni CO,Județ Dolj,10 Km,"AJVPS DOLJ 
cu sediul în  
localitatea Craiova, 
str. Vasile Conta, bl. 
U1, județ Dolj",45/24.11.2017
DOLJ,Râul Terpezița,,40 Km,"AJVPS DOLJ 
cu sediul în  
localitatea Craiova, 
str. Vasile Conta, bl. 
U1, județ Dolj",45/24.11.2017
DOLJ,Canalul CET Ișalnița – apă caldă,Baraj Ișalnița – Râul Jiu,4 Km,"AJVPS DOLJ 
cu sediul în  
localitatea Craiova, 
str. Vasile Conta, bl. 
U1, județ Dolj",90/10.01.2024
GALAȚI,Râul Siret,"comuna Buciumeni - Galați, conf. Dunărea",120 km,AJVPS GALAȚI,18/14.09.2017
GALAȚI,Râul  Prut,"Vădeni, km114 - Galați, conf. Dunărea",80 km,AJVPS GALAȚI,18/14.09.2017
GIURGIU,Râul Argeș,Pod Popa Nae – Hotarele,,"AJVPS GIURGIU 
cu sediul în  
localitatea Giurgiu , 
str. Vlad Țepeș, bl. 
MUV 5, parter, județ 
Giurgiu",8/12.09.2017
GIURGIU,Râul Neajlov,izvor – Comana,,"AJVPS GIURGIU 
cu sediul în  
localitatea Giurgiu , 
str. Vlad Țepeș, bl. 
MUV 5, parter, județ 
Giurgiu",8/12.09.2017
GIURGIU,Râul Câlniștea,Leica Veche – Călugăreni,,"AJVPS GIURGIU 
cu sediul în  
localitatea Giurgiu , 
str. Vlad Țepeș, bl. 
MUV 5, parter, județ 
Giurgiu",8/12.09.2017
GIURGIU,Râul Comasca,Cetatea – Gherla,,"AJVPS GIURGIU 
cu sediul în  
localitatea Giurgiu , 
str. Vlad Țepeș, bl. 
MUV 5, parter, județ 
Giurgiu",8/12.09.2017
GIURGIU,Râul Șaica,Vedea,10 Ha,"AJVPS GIURGIU 
cu sediul în  
localitatea Giurgiu , 
str. Vlad Țepeș, bl. 
MUV 5, parter, județ 
Giurgiu",8/12.09.2017
GORJ,Râul Șușița Seacă,Izvoare-DN 67 D Tg. Jiu-Baia de Aramă,25 km,"A.CERBUL CARPATIN 
cu sediul în  
localitatea Târgu Jiu, 
str. Macului, nr. 5, 
județ Gorj",41/30.10.2017
GORJ,Râul Șușița Verde,Izvoare-sat Vaidei,25 km,"A.CERBUL CARPATIN 
cu sediul în  
localitatea Târgu Jiu, 
str. Macului, nr. 5, 
județ Gorj",41/30.10.2017
GORJ,Râul Sohodol I,Izvoare-DN 67 D Tg. Jiu-Baia de Aramă,27 km,"A.CERBUL CARPATIN 
cu sediul în  
localitatea Târgu Jiu, 
str. Macului, nr. 5, 
județ Gorj",41/30.10.2017
GORJ,Râul Jiu,Bumbești Jiu - Țânțăreni,125 km,"AJVPS GORJ 
cu sediul în  
localitatea Târgu Jiu, 
str. G-ral Tell, nr.28A, 
județ Gorj",24 / 29.09.2017
GORJ,Râul Motru,Baia de Aramă - Corcova,45 km,"AJVPS GORJ 
cu sediul în  
localitatea Târgu Jiu, 
str. G-ral Tell, nr.28A, 
județ Gorj",24 / 29.09.2017
GORJ,Râul Tismana,Tismana - Rogojel,30 km,"AJVPS GORJ 
cu sediul în  
localitatea Târgu Jiu, 
str. G-ral Tell, nr.28A, 
județ Gorj",24 / 29.09.2017
GORJ,Râul Bistrița,Peștișani - Rogojel,20 km,"AJVPS GORJ 
cu sediul în  
localitatea Târgu Jiu, 
str. G-ral Tell, nr.28A, 
județ Gorj",24 / 29.09.2017
GORJ,Râul Jaleș,Runcu - Rogojel,15 km,"AJVPS GORJ 
cu sediul în  
localitatea Târgu Jiu, 
str. G-ral Tell, nr.28A, 
județ Gorj",24 / 29.09.2017
GORJ,Râul Sohodol II,Runcu – Stolojani,5 km,"AJVPS GORJ 
cu sediul în  
localitatea Târgu Jiu, 
str. G-ral Tell, nr.28A, 
județ Gorj",24 / 29.09.2017
GORJ,Râul Șușița,Curpen - Drăguțești,15 km,"AJVPS GORJ 
cu sediul în  
localitatea Târgu Jiu, 
str. G-ral Tell, nr.28A, 
județ Gorj",24 / 29.09.2017
GORJ,Râul Orlea,Celei - Arjoci,5 km,"AJVPS GORJ 
cu sediul în  
localitatea Târgu Jiu, 
str. G-ral Tell, nr.28A, 
județ Gorj",24 / 29.09.2017
GORJ,Râul Blahnița,Săcelu - Albeni,12 km,"AJVPS GORJ 
cu sediul în  
localitatea Târgu Jiu, 
str. G-ral Tell, nr.28A, 
județ Gorj",24 / 29.09.2017
GORJ,Râul Amaradia,Seciuri-Crușeț,60 km,"AJVPS GORJ 
cu sediul în  
localitatea Târgu Jiu, 
str. G-ral Tell, nr.28A, 
județ Gorj",24 / 29.09.2017
GORJ,Râul Jilț,Raci-Turceni conf. Râul Jiu,50 km,"AJVPS GORJ 
cu sediul în  
localitatea Târgu Jiu, 
str. G-ral Tell, nr.28A, 
județ Gorj",24 / 29.09.2017
GORJ,Râul Gilort,DN 67 Novaci -conf. Râul Jiu,80 km,"AJVPS GORJ 
cu sediul în  
localitatea Târgu Jiu, 
str. G-ral Tell, nr.28A, 
județ Gorj",24 / 29.09.2017
HARGHITA,Râul Târnava Mare,Milcoiu  Alb – Vânători,15 Km,"AVPS HUBERTUS 
cu sediul în  
localitatea Cristuru-
Secuiesc, str. Kossuth 
Lajos, bl. I/80, ap. 
12, județ Harghita",56/22.01.2018
HARGHITA,Râul Goagiu,Izvoare – conf. cu Târnava Mare,23 Km,"AVPS HUBERTUS 
cu sediul în  
localitatea Cristuru-
Secuiesc, str. Kossuth 
Lajos, bl. I/80, ap. 
12, județ Harghita",56/22.01.2018
HARGHITA,Râul Cușmed,Izvoare – aval loc. Crișeni,20 Km,"AVPS HUBERTUS 
cu sediul în  
localitatea Cristuru-
Secuiesc, str. Kossuth 
Lajos, bl. I/80, ap. 
12, județ Harghita",56/22.01.2018
HARGHITA,Râul Măgheruș,Izvoare – conf. râul Mureș,14 Km,"AVPS TOPLIȚA 
cu sediul în  
localitatea Toplița, 
str. Sportivilor, nr. 2, 
județ Harghita",54/22.01.2018
HARGHITA,Râul Călimănel,Izvoare – conf. râul Mureș,14 Km,"AVPS TOPLIȚA 
cu sediul în  
localitatea Toplița, 
str. Sportivilor, nr. 2, 
județ Harghita",54/22.01.2018
HARGHITA,Râul Mureș II,Podul de fier Subcetate - Limita  județ  Mureș,30 km,"AVPS TOPLIȚA 
cu sediul în  
localitatea Toplița, 
str. Sportivilor, nr. 2, 
județ Harghita",94/10.01.2024
HARGHITA,Râul Homorod Mic,Izvor – amonte Satu Nou,30 Km,"AVPS TÂRNAVA MARE 
cu sediul în  
localitatea Odorheiul-
Secuiesc, str. Taberei, 
nr. 18, județ Harghita",46/15.01.2018
HARGHITA,Râul Homorodul Mare,Izvor – satul Orășeni,36 Km,"AVPS TÂRNAVA MARE 
cu sediul în  
localitatea Odorheiul-
Secuiesc, str. Taberei, 
nr. 18, județ Harghita",46/15.01.2018
HARGHITA,Târnava Mare,Conf. cu Brădești – conf. cu Milcoiu Alb,44 Km,"AVPS TÂRNAVA MARE 
cu sediul în  
localitatea Odorheiul-
Secuiesc, str. Taberei, 
nr. 18, județ Harghita",46/15.01.2018
HARGHITA,Râul Vărșag,Izvoare – conf. Târnava Mare,27 Km,"AVPS TÂRNAVA MARE 
cu sediul în  
localitatea Odorheiul-
Secuiesc, str. Taberei, 
nr. 18, județ Harghita",46/15.01.2018
HARGHITA,Râul Șicasău,Izvoare – coada lac Zetea,85 Km,"AVPS TÂRNAVA MARE 
cu sediul în  
localitatea Odorheiul-
Secuiesc, str. Taberei, 
nr. 18, județ Harghita",46/15.01.2018
HARGHITA,Râul Ivo,Izvoare – conf. Târnava Mare,60 Km,"AVPS TÂRNAVA MARE 
cu sediul în  
localitatea Odorheiul-
Secuiesc, str. Taberei, 
nr. 18, județ Harghita",46/15.01.2018
HARGHITA,Râul Târnava Mică,Creanga Mare și Mică – conf. cu valea Corund,5 Km,"AVPS TÂRNAVA MARE 
cu sediul în  
localitatea Odorheiul-
Secuiesc, str. Taberei, 
nr. 18, județ Harghita",46/15.01.2018
HARGHITA,Râul Iuhodul Praidului,Izvoare – conf. cu Târnava Mică,13 Km,"AVPS TÂRNAVA MARE 
cu sediul în  
localitatea Odorheiul-
Secuiesc, str. Taberei, 
nr. 18, județ Harghita",46/15.01.2018
HARGHITA,Râul Târnava Mare superior,Izvoare – conf. lac Zetea,70 Km,"AVPS TÂRNAVA MARE 
cu sediul în  
localitatea Odorheiul-
Secuiesc, str. Taberei, 
nr. 18, județ Harghita",46/15.01.2018
HARGHITA,Râul Târnava Mare mijlocie,Aval baraj lac Zetea – pod Desag,5 Km,"AVPS TÂRNAVA MARE 
cu sediul în  
localitatea Odorheiul-
Secuiesc, str. Taberei, 
nr. 18, județ Harghita",46/15.01.2018
HARGHITA,Râul Târnava Mare inferior,Desag – Odorhei,47 Km,"AVPS TÂRNAVA MARE 
cu sediul în  
localitatea Odorheiul-
Secuiesc, str. Taberei, 
nr. 18, județ Harghita",46/15.01.2018
HARGHITA,Râul Vârghișul superior,Izvoare – conf. pârâul Chirui,68 Km,"AVPS TÂRNAVA MARE 
cu sediul în  
localitatea Odorheiul-
Secuiesc, str. Taberei, 
nr. 18, județ Harghita",46/15.01.2018
HARGHITA,Lac baraj Zetea,artificial,152 ha,"AVPS TÂRNAVA MARE 
cu sediul în  
localitatea Odorheiul-
Secuiesc, str. Taberei, 
nr. 18, județ Harghita",46/15.01.2018
HARGHITA,Râul Mureș I,Podul Borzont - Podul de fier Subcetate,39 km,"AVPS TÂRNAVA MARE 
cu sediul în  
localitatea Odorheiul-
Secuiesc, str. Taberei, 
nr. 18, județ Harghita",89/10.01.2024
HARGHITA,Izvorul Mureș,Izvoare – conf. pârâul Borzont,57 Km,"AVPS GHEORGHIENI 
cu sediul în  
localitatea 
Gheorgheni, str. cart. 
Revoluției, bl. I/40, 
sc. A, ap. 4, județ 
Harghita",55/22.01.2018
HARGHITA,Râul Oltul superior,Izvor – cariera Bioxid,20 Km,"AVPS MIERCUREA-
CIUC 
cu sediul în  
localitatea Miercurea-
Ciuc, str. Kossuth 
Lajos, nr. 10, județ 
Harghita",53/22.01.2018
HARGHITA,Râul Fișag,Izvor – Conf. Olt,22 Km,"AVPS MIERCUREA-
CIUC 
cu sediul în  
localitatea Miercurea-
Ciuc, str. Kossuth 
Lajos, nr. 10, județ 
Harghita",53/22.01.2018
HARGHITA,Râul Uzul superior,Izvor – limită jud. Harghita,21 Km,"AVPS MIERCUREA-
CIUC 
cu sediul în  
localitatea Miercurea-
Ciuc, str. Kossuth 
Lajos, nr. 10, județ 
Harghita",53/22.01.2018
HARGHITA,Râul Cașin,Izvor – limită jud. Covasna,22 Km,"AVPS MIERCUREA-
CIUC 
cu sediul în  
localitatea Miercurea-
Ciuc, str. Kossuth 
Lajos, nr. 10, județ 
Harghita",53/22.01.2018
HARGHITA,Râul Mesteacănu,Bălan,"8,5 Km","AVPS MIERCUREA-
CIUC 
cu sediul în  
localitatea Miercurea-
Ciuc, str. Kossuth 
Lajos, nr. 10, județ 
Harghita",53/22.01.2018
HARGHITA,"Fondul piscicol 24 Ciceu: include 
Pârâul Tekero – 5 km, 
Pârâul Ferii – 6 km, 
Pârâul Cetății – 9 km, 
Pârâul Fierăstrăului- 9 km, 
Pârâul Stâncii - 8 km",Pârâul Sugo – Râul Olt,"11,8 Km","AVPS MIERCUREA-
CIUC 
cu sediul în  
localitatea Miercurea-
Ciuc, str. Kossuth 
Lajos, nr. 10, județ 
Harghita",53/22.01.2018
HARGHITA,Lac Frumoasa,Județ Harghita,"0,8Ha","AVPS MIERCUREA-
CIUC 
cu sediul în  
localitatea Miercurea-
Ciuc, str. Kossuth 
Lajos, nr. 10, județ 
Harghita",53/22.01.2018
HARGHITA,Râul Mădărașul Mare,Izvoare - conf. râul Olt,24 km,"AVPS MIERCUREA-
CIUC 
cu sediul în  
localitatea Miercurea-
Ciuc, str. Kossuth 
Lajos, nr. 10, județ 
Harghita",93/10.01.2024
HARGHITA,Pârâul Aszo Mitacs,Izvoare - conf. râul Olt,17 km,"AVPS MIERCUREA-
CIUC 
cu sediul în  
localitatea Miercurea-
Ciuc, str. Kossuth 
Lajos, nr. 10, județ 
Harghita",93/10.01.2024
HARGHITA,Pârâul Vermet,Izvoare - conf. râul Olt,18 km,"AVPS MIERCUREA-
CIUC 
cu sediul în  
localitatea Miercurea-
Ciuc, str. Kossuth 
Lajos, nr. 10, județ 
Harghita",93/10.01.2024
HARGHITA,Pârâul Minei,Izvoare - conf. râul Olt,18 km,"AVPS MIERCUREA-
CIUC 
cu sediul în  
localitatea Miercurea-
Ciuc, str. Kossuth 
Lajos, nr. 10, județ 
Harghita",93/10.01.2024
HARGHITA,Pârâul Mare,Izvoare - conf. râul Olt,12 km,"AVPS MIERCUREA-
CIUC 
cu sediul în  
localitatea Miercurea-
Ciuc, str. Kossuth 
Lajos, nr. 10, județ 
Harghita",93/10.01.2024
